axis,start_time,end_time,duration_sec,peak_resid,label
Axis #6,2022-10-18 05:29:59.872000+00:00,2022-10-18 05:29:59.872000+00:00,0.0,4.0047,WARNING
Axis #6,2022-10-18 05:30:09.327000+00:00,2022-10-18 05:30:09.327000+00:00,0.0,4.3976,WARNING
Axis #1,2022-10-18 05:30:11.218000+00:00,2022-10-18 05:30:11.218000+00:00,0.0,5.9443,WARNING
Axis #1,2022-10-18 05:30:32.019000+00:00,2022-10-18 05:30:32.019000+00:00,0.0,4.7984,WARNING
Axis #7,2022-10-18 05:30:47.147000+00:00,2022-10-18 05:30:47.147000+00:00,0.0,6.0891,WARNING
Axis #4,2022-10-18 05:31:11.730000+00:00,2022-10-18 05:31:11.730000+00:00,0.0,3.202,WARNING
Axis #2,2022-10-18 05:31:32.531000+00:00,2022-10-18 05:31:32.531000+00:00,0.0,15.345,WARNING
Axis #7,2022-10-18 05:31:36.313000+00:00,2022-10-18 05:31:36.313000+00:00,0.0,4.9674,WARNING
Axis #4,2022-10-18 05:31:38.204000+00:00,2022-10-18 05:31:38.204000+00:00,0.0,3.0031,WARNING
Axis #8,2022-10-18 05:31:43.877000+00:00,2022-10-18 05:31:43.877000+00:00,0.0,1.0782,WARNING
Axis #8,2022-10-18 05:31:49.550000+00:00,2022-10-18 05:31:49.550000+00:00,0.0,0.8543,WARNING
Axis #8,2022-10-18 05:31:59.005000+00:00,2022-10-18 05:31:59.005000+00:00,0.0,0.8532,WARNING
Axis #3,2022-10-18 05:32:02.787000+00:00,2022-10-18 05:32:02.787000+00:00,0.0,11.9608,WARNING
Axis #8,2022-10-18 05:32:33.043000+00:00,2022-10-18 05:32:33.043000+00:00,0.0,1.4008,WARNING
Axis #6,2022-10-18 05:32:38.716000+00:00,2022-10-18 05:32:38.716000+00:00,0.0,4.2898,WARNING
Axis #6,2022-10-18 05:32:46.280000+00:00,2022-10-18 05:32:46.280000+00:00,0.0,4.3165,WARNING
Axis #5,2022-10-18 05:33:03.299000+00:00,2022-10-18 05:33:03.299000+00:00,0.0,4.7416,WARNING
Axis #1,2022-10-18 05:33:07.081000+00:00,2022-10-18 05:33:07.081000+00:00,0.0,5.3842,WARNING
Axis #3,2022-10-18 05:33:08.972000+00:00,2022-10-18 05:33:08.972000+00:00,0.0,12.3647,WARNING
Axis #7,2022-10-18 05:33:08.972000+00:00,2022-10-18 05:33:08.972000+00:00,0.0,5.9467,WARNING
Axis #3,2022-10-18 05:33:24.100000+00:00,2022-10-18 05:33:24.100000+00:00,0.0,10.2085,WARNING
Axis #3,2022-10-18 05:33:58.138000+00:00,2022-10-18 05:33:58.138000+00:00,0.0,12.3573,WARNING
Axis #5,2022-10-18 05:34:07.593000+00:00,2022-10-18 05:34:09.484000+00:00,1.89,4.9433,WARNING
Axis #2,2022-10-18 05:34:22.721000+00:00,2022-10-18 05:34:22.721000+00:00,0.0,14.6181,WARNING
Axis #3,2022-10-18 05:34:37.849000+00:00,2022-10-18 05:34:37.849000+00:00,0.0,10.0833,WARNING
Axis #3,2022-10-18 05:34:56.759000+00:00,2022-10-18 05:34:56.759000+00:00,0.0,11.8654,WARNING
Axis #6,2022-10-18 05:34:58.650000+00:00,2022-10-18 05:34:58.650000+00:00,0.0,3.7238,WARNING
Axis #7,2022-10-18 05:35:15.669000+00:00,2022-10-18 05:35:15.669000+00:00,0.0,4.3007,WARNING
Axis #4,2022-10-18 05:35:17.560000+00:00,2022-10-18 05:35:17.560000+00:00,0.0,3.6256,WARNING
Axis #5,2022-10-18 05:35:23.233000+00:00,2022-10-18 05:35:23.233000+00:00,0.0,4.2015,WARNING
Axis #2,2022-10-18 05:35:25.124000+00:00,2022-10-18 05:35:25.124000+00:00,0.0,15.4662,WARNING
Axis #2,2022-10-18 05:35:59.162000+00:00,2022-10-18 05:35:59.162000+00:00,0.0,13.9329,WARNING
Axis #4,2022-10-18 05:35:59.162000+00:00,2022-10-18 05:35:59.162000+00:00,0.0,5.1338,WARNING
Axis #3,2022-10-18 05:36:01.053000+00:00,2022-10-18 05:36:01.053000+00:00,0.0,15.1713,WARNING
Axis #1,2022-10-18 05:36:46.437000+00:00,2022-10-18 05:36:46.437000+00:00,0.0,4.7039,WARNING
Axis #4,2022-10-18 05:36:59.674000+00:00,2022-10-18 05:36:59.674000+00:00,0.0,3.8865,WARNING
Axis #7,2022-10-18 05:36:59.674000+00:00,2022-10-18 05:36:59.674000+00:00,0.0,7.1433,WARNING
Axis #2,2022-10-18 05:37:03.456000+00:00,2022-10-18 05:37:03.456000+00:00,0.0,15.0688,WARNING
Axis #7,2022-10-18 05:37:11.020000+00:00,2022-10-18 05:37:11.020000+00:00,0.0,4.4312,WARNING
Axis #2,2022-10-18 05:37:18.584000+00:00,2022-10-18 05:37:18.584000+00:00,0.0,15.8983,WARNING
Axis #8,2022-10-18 05:37:24.257000+00:00,2022-10-18 05:37:24.257000+00:00,0.0,0.8328,WARNING
Axis #5,2022-10-18 05:37:28.039000+00:00,2022-10-18 05:37:28.039000+00:00,0.0,4.639,WARNING
Axis #4,2022-10-18 05:37:37.494000+00:00,2022-10-18 05:37:37.494000+00:00,0.0,3.5208,WARNING
Axis #5,2022-10-18 05:38:03.968000+00:00,2022-10-18 05:38:03.968000+00:00,0.0,4.5342,WARNING
Axis #2,2022-10-18 05:38:13.423000+00:00,2022-10-18 05:38:13.423000+00:00,0.0,14.9531,WARNING
Axis #2,2022-10-18 05:38:17.205000+00:00,2022-10-18 05:38:17.205000+00:00,0.0,19.1731,WARNING
Axis #7,2022-10-18 05:38:26.660000+00:00,2022-10-18 05:38:26.660000+00:00,0.0,4.2888,WARNING
Axis #1,2022-10-18 05:38:38.006000+00:00,2022-10-18 05:38:38.006000+00:00,0.0,5.801,WARNING
Axis #7,2022-10-18 05:38:45.570000+00:00,2022-10-18 05:38:45.570000+00:00,0.0,6.8059,WARNING
Axis #6,2022-10-18 05:38:56.916000+00:00,2022-10-18 05:38:56.916000+00:00,0.0,3.7296,WARNING
Axis #3,2022-10-18 05:39:08.262000+00:00,2022-10-18 05:39:08.262000+00:00,0.0,10.5248,WARNING
Axis #6,2022-10-18 05:39:13.935000+00:00,2022-10-18 05:39:13.935000+00:00,0.0,3.636,WARNING
Axis #6,2022-10-18 05:39:23.390000+00:00,2022-10-18 05:39:23.390000+00:00,0.0,5.7504,WARNING
Axis #7,2022-10-18 05:39:32.845000+00:00,2022-10-18 05:39:32.845000+00:00,0.0,6.5365,WARNING
Axis #6,2022-10-18 05:39:40.409000+00:00,2022-10-18 05:39:40.409000+00:00,0.0,5.2712,WARNING
Axis #6,2022-10-18 05:39:47.973000+00:00,2022-10-18 05:39:47.973000+00:00,0.0,4.2931,WARNING
Axis #6,2022-10-18 05:39:59.319000+00:00,2022-10-18 05:39:59.319000+00:00,0.0,3.6931,WARNING
Axis #8,2022-10-18 05:40:01.210000+00:00,2022-10-18 05:40:01.210000+00:00,0.0,0.9262,WARNING
Axis #8,2022-10-18 05:40:16.338000+00:00,2022-10-18 05:40:16.338000+00:00,0.0,0.9538,WARNING
Axis #6,2022-10-18 05:40:23.902000+00:00,2022-10-18 05:40:23.902000+00:00,0.0,3.7745,WARNING
Axis #5,2022-10-18 05:40:39.030000+00:00,2022-10-18 05:40:39.030000+00:00,0.0,4.9939,WARNING
Axis #5,2022-10-18 05:40:44.703000+00:00,2022-10-18 05:40:44.703000+00:00,0.0,4.6943,WARNING
Axis #1,2022-10-18 05:40:52.267000+00:00,2022-10-18 05:40:52.267000+00:00,0.0,4.4167,WARNING
Axis #7,2022-10-18 05:40:52.267000+00:00,2022-10-18 05:40:52.267000+00:00,0.0,4.1875,WARNING
Axis #3,2022-10-18 05:41:09.286000+00:00,2022-10-18 05:41:09.286000+00:00,0.0,10.8339,WARNING
Axis #3,2022-10-18 05:41:43.324000+00:00,2022-10-18 05:41:43.324000+00:00,0.0,10.286,WARNING
Axis #2,2022-10-18 05:41:56.561000+00:00,2022-10-18 05:41:56.561000+00:00,0.0,13.9388,WARNING
Axis #2,2022-10-18 05:42:04.125000+00:00,2022-10-18 05:42:06.016000+00:00,1.89,17.0007,WARNING
Axis #3,2022-10-18 05:42:09.798000+00:00,2022-10-18 05:42:09.798000+00:00,0.0,11.5841,WARNING
Axis #5,2022-10-18 05:43:10.310000+00:00,2022-10-18 05:43:10.310000+00:00,0.0,4.4861,WARNING
Axis #8,2022-10-18 05:43:15.983000+00:00,2022-10-18 05:43:15.983000+00:00,0.0,1.0126,WARNING
Axis #5,2022-10-18 05:43:46.239000+00:00,2022-10-18 05:43:46.239000+00:00,0.0,4.2556,WARNING
Axis #7,2022-10-18 05:43:48.130000+00:00,2022-10-18 05:43:48.130000+00:00,0.0,4.4862,WARNING
Axis #1,2022-10-18 05:43:59.476000+00:00,2022-10-18 05:43:59.476000+00:00,0.0,4.5017,WARNING
Axis #5,2022-10-18 05:44:05.149000+00:00,2022-10-18 05:44:05.149000+00:00,0.0,4.7993,WARNING
Axis #5,2022-10-18 05:44:18.386000+00:00,2022-10-18 05:44:18.386000+00:00,0.0,5.0763,WARNING
Axis #2,2022-10-18 05:44:22.168000+00:00,2022-10-18 05:44:22.168000+00:00,0.0,17.3665,WARNING
Axis #5,2022-10-18 05:44:22.168000+00:00,2022-10-18 05:44:22.168000+00:00,0.0,5.3161,WARNING
Axis #1,2022-10-18 05:44:42.969000+00:00,2022-10-18 05:44:42.969000+00:00,0.0,4.4068,WARNING
Axis #6,2022-10-18 05:45:35.917000+00:00,2022-10-18 05:45:35.917000+00:00,0.0,5.067,WARNING
Axis #6,2022-10-18 05:45:45.372000+00:00,2022-10-18 05:45:45.372000+00:00,0.0,3.8465,WARNING
Axis #6,2022-10-18 05:45:52.936000+00:00,2022-10-18 05:45:52.936000+00:00,0.0,3.6532,WARNING
Axis #8,2022-10-18 05:46:28.865000+00:00,2022-10-18 05:46:28.865000+00:00,0.0,0.8837,WARNING
Axis #2,2022-10-18 05:46:45.884000+00:00,2022-10-18 05:46:45.884000+00:00,0.0,15.4025,WARNING
Axis #4,2022-10-18 05:47:04.794000+00:00,2022-10-18 05:47:04.794000+00:00,0.0,3.4907,WARNING
Axis #6,2022-10-18 05:47:06.685000+00:00,2022-10-18 05:47:06.685000+00:00,0.0,4.1826,WARNING
Axis #1,2022-10-18 05:47:10.467000+00:00,2022-10-18 05:47:10.467000+00:00,0.0,4.7573,WARNING
Axis #8,2022-10-18 05:47:14.249000+00:00,2022-10-18 05:47:14.249000+00:00,0.0,1.1856,WARNING
Axis #5,2022-10-18 05:47:21.813000+00:00,2022-10-18 05:47:21.813000+00:00,0.0,5.2086,WARNING
Axis #4,2022-10-18 05:47:40.723000+00:00,2022-10-18 05:47:40.723000+00:00,0.0,3.8033,WARNING
Axis #5,2022-10-18 05:47:40.723000+00:00,2022-10-18 05:47:42.614000+00:00,1.89,6.7297,WARNING
Axis #4,2022-10-18 05:47:44.505000+00:00,2022-10-18 05:47:44.505000+00:00,0.0,3.1676,WARNING
Axis #7,2022-10-18 05:47:48.287000+00:00,2022-10-18 05:47:48.287000+00:00,0.0,4.5747,WARNING
Axis #6,2022-10-18 05:47:50.178000+00:00,2022-10-18 05:47:50.178000+00:00,0.0,4.1912,WARNING
Axis #6,2022-10-18 05:48:01.524000+00:00,2022-10-18 05:48:01.524000+00:00,0.0,3.8135,WARNING
Axis #7,2022-10-18 05:48:05.306000+00:00,2022-10-18 05:48:05.306000+00:00,0.0,6.6215,WARNING
Axis #2,2022-10-18 05:48:10.979000+00:00,2022-10-18 05:48:10.979000+00:00,0.0,15.2945,WARNING
Axis #6,2022-10-18 05:48:10.979000+00:00,2022-10-18 05:48:10.979000+00:00,0.0,4.0519,WARNING
Axis #2,2022-10-18 05:48:33.671000+00:00,2022-10-18 05:48:33.671000+00:00,0.0,15.2041,WARNING
Axis #6,2022-10-18 05:49:15.273000+00:00,2022-10-18 05:49:15.273000+00:00,0.0,3.7911,WARNING
Axis #6,2022-10-18 05:49:22.837000+00:00,2022-10-18 05:49:22.837000+00:00,0.0,3.7919,WARNING
Axis #7,2022-10-18 05:49:30.401000+00:00,2022-10-18 05:49:30.401000+00:00,0.0,4.2689,WARNING
Axis #8,2022-10-18 05:49:30.401000+00:00,2022-10-18 05:49:30.401000+00:00,0.0,1.2133,WARNING
Axis #5,2022-10-18 05:49:37.965000+00:00,2022-10-18 05:49:37.965000+00:00,0.0,4.2717,WARNING
Axis #2,2022-10-18 05:49:49.311000+00:00,2022-10-18 05:49:49.311000+00:00,0.0,21.9481,WARNING
Axis #6,2022-10-18 05:49:53.093000+00:00,2022-10-18 05:49:53.093000+00:00,0.0,3.6384,WARNING
Axis #8,2022-10-18 05:50:10.112000+00:00,2022-10-18 05:50:10.112000+00:00,0.0,0.8946,WARNING
Axis #5,2022-10-18 05:50:34.695000+00:00,2022-10-18 05:50:34.695000+00:00,0.0,4.8386,WARNING
Axis #5,2022-10-18 05:50:44.150000+00:00,2022-10-18 05:50:44.150000+00:00,0.0,4.3155,WARNING
Axis #2,2022-10-18 05:51:03.060000+00:00,2022-10-18 05:51:03.060000+00:00,0.0,21.0906,WARNING
Axis #6,2022-10-18 05:51:03.060000+00:00,2022-10-18 05:51:03.060000+00:00,0.0,4.5867,WARNING
Axis #8,2022-10-18 05:51:04.951000+00:00,2022-10-18 05:51:04.951000+00:00,0.0,0.9772,WARNING
Axis #5,2022-10-18 05:51:14.406000+00:00,2022-10-18 05:51:14.406000+00:00,0.0,5.5282,WARNING
Axis #1,2022-10-18 05:51:20.079000+00:00,2022-10-18 05:51:20.079000+00:00,0.0,4.3136,WARNING
Axis #5,2022-10-18 05:51:23.861000+00:00,2022-10-18 05:51:23.861000+00:00,0.0,4.3957,WARNING
Axis #6,2022-10-18 05:51:23.861000+00:00,2022-10-18 05:51:23.861000+00:00,0.0,4.3591,WARNING
Axis #1,2022-10-18 05:51:27.643000+00:00,2022-10-18 05:51:27.643000+00:00,0.0,5.6256,WARNING
Axis #1,2022-10-18 05:51:31.425000+00:00,2022-10-18 05:51:31.425000+00:00,0.0,4.5071,WARNING
Axis #5,2022-10-18 05:51:33.316000+00:00,2022-10-18 05:51:33.316000+00:00,0.0,5.865,WARNING
Axis #6,2022-10-18 05:51:46.553000+00:00,2022-10-18 05:51:46.553000+00:00,0.0,4.0074,WARNING
Axis #2,2022-10-18 05:51:48.444000+00:00,2022-10-18 05:51:48.444000+00:00,0.0,19.5341,WARNING
Axis #4,2022-10-18 05:51:48.444000+00:00,2022-10-18 05:51:48.444000+00:00,0.0,4.5855,WARNING
Axis #4,2022-10-18 05:51:52.226000+00:00,2022-10-18 05:51:52.226000+00:00,0.0,3.29,WARNING
Axis #3,2022-10-18 05:51:56.008000+00:00,2022-10-18 05:51:56.008000+00:00,0.0,11.8501,WARNING
Axis #4,2022-10-18 05:51:56.008000+00:00,2022-10-18 05:51:56.008000+00:00,0.0,3.2986,WARNING
Axis #4,2022-10-18 05:52:16.809000+00:00,2022-10-18 05:52:16.809000+00:00,0.0,3.1708,WARNING
Axis #1,2022-10-18 05:52:18.700000+00:00,2022-10-18 05:52:18.700000+00:00,0.0,4.2292,WARNING
Axis #3,2022-10-18 05:52:31.937000+00:00,2022-10-18 05:52:33.828000+00:00,1.89,11.588,WARNING
Axis #7,2022-10-18 05:52:35.719000+00:00,2022-10-18 05:52:35.719000+00:00,0.0,4.6597,WARNING
Axis #1,2022-10-18 05:52:37.610000+00:00,2022-10-18 05:52:37.610000+00:00,0.0,5.0038,WARNING
Axis #2,2022-10-18 05:52:39.501000+00:00,2022-10-18 05:52:39.501000+00:00,0.0,14.443,WARNING
Axis #2,2022-10-18 05:52:43.283000+00:00,2022-10-18 05:52:43.283000+00:00,0.0,15.4232,WARNING
Axis #2,2022-10-18 05:52:47.065000+00:00,2022-10-18 05:52:47.065000+00:00,0.0,14.3502,WARNING
Axis #3,2022-10-18 05:53:11.648000+00:00,2022-10-18 05:53:11.648000+00:00,0.0,10.0653,WARNING
Axis #8,2022-10-18 05:53:36.231000+00:00,2022-10-18 05:53:36.231000+00:00,0.0,1.1638,WARNING
Axis #8,2022-10-18 05:54:06.487000+00:00,2022-10-18 05:54:06.487000+00:00,0.0,0.8407,WARNING
Axis #3,2022-10-18 05:54:15.942000+00:00,2022-10-18 05:54:15.942000+00:00,0.0,11.2705,WARNING
Axis #6,2022-10-18 05:55:25.909000+00:00,2022-10-18 05:55:25.909000+00:00,0.0,4.3586,WARNING
Axis #7,2022-10-18 05:55:27.800000+00:00,2022-10-18 05:55:27.800000+00:00,0.0,4.2687,WARNING
Axis #6,2022-10-18 05:55:33.473000+00:00,2022-10-18 05:55:33.473000+00:00,0.0,3.6594,WARNING
Axis #8,2022-10-18 05:55:46.710000+00:00,2022-10-18 05:55:46.710000+00:00,0.0,1.3018,WARNING
Axis #7,2022-10-18 05:55:50.492000+00:00,2022-10-18 05:55:50.492000+00:00,0.0,4.4659,WARNING
Axis #5,2022-10-18 05:55:54.274000+00:00,2022-10-18 05:55:54.274000+00:00,0.0,5.7942,WARNING
Axis #6,2022-10-18 05:56:11.293000+00:00,2022-10-18 05:56:11.293000+00:00,0.0,3.9715,WARNING
Axis #4,2022-10-18 05:56:56.677000+00:00,2022-10-18 05:56:56.677000+00:00,0.0,3.444,WARNING
Axis #6,2022-10-18 05:57:00.459000+00:00,2022-10-18 05:57:00.459000+00:00,0.0,3.7719,WARNING
Axis #8,2022-10-18 05:57:06.132000+00:00,2022-10-18 05:57:06.132000+00:00,0.0,1.4624,WARNING
Axis #2,2022-10-18 05:57:25.042000+00:00,2022-10-18 05:57:25.042000+00:00,0.0,14.1495,WARNING
Axis #8,2022-10-18 05:57:25.042000+00:00,2022-10-18 05:57:25.042000+00:00,0.0,1.0045,WARNING
Axis #2,2022-10-18 05:57:36.388000+00:00,2022-10-18 05:57:36.388000+00:00,0.0,15.2274,WARNING
Axis #3,2022-10-18 05:57:49.625000+00:00,2022-10-18 05:57:49.625000+00:00,0.0,16.4751,WARNING
Axis #2,2022-10-18 05:58:12.317000+00:00,2022-10-18 05:58:12.317000+00:00,0.0,21.9069,WARNING
Axis #6,2022-10-18 05:58:25.554000+00:00,2022-10-18 05:58:25.554000+00:00,0.0,3.6155,WARNING
Axis #3,2022-10-18 05:59:07.156000+00:00,2022-10-18 05:59:07.156000+00:00,0.0,9.9292,WARNING
Axis #5,2022-10-18 05:59:07.156000+00:00,2022-10-18 05:59:07.156000+00:00,0.0,4.7719,WARNING
Axis #4,2022-10-18 05:59:33.630000+00:00,2022-10-18 05:59:33.630000+00:00,0.0,4.2908,WARNING
Axis #3,2022-10-18 05:59:35.521000+00:00,2022-10-18 05:59:35.521000+00:00,0.0,13.8151,WARNING
Axis #5,2022-10-18 06:00:13.341000+00:00,2022-10-18 06:00:13.341000+00:00,0.0,4.7241,WARNING
Axis #8,2022-10-18 06:00:15.232000+00:00,2022-10-18 06:00:15.232000+00:00,0.0,1.1297,WARNING
Axis #3,2022-10-18 06:00:30.360000+00:00,2022-10-18 06:00:30.360000+00:00,0.0,16.9214,WARNING
Axis #5,2022-10-18 06:00:36.033000+00:00,2022-10-18 06:00:36.033000+00:00,0.0,4.2373,WARNING
Axis #3,2022-10-18 06:00:51.161000+00:00,2022-10-18 06:00:51.161000+00:00,0.0,11.795,WARNING
Axis #1,2022-10-18 06:01:28.981000+00:00,2022-10-18 06:01:28.981000+00:00,0.0,4.4073,WARNING
Axis #5,2022-10-18 06:01:38.436000+00:00,2022-10-18 06:01:38.436000+00:00,0.0,4.3401,WARNING
Axis #2,2022-10-18 06:01:55.455000+00:00,2022-10-18 06:01:55.455000+00:00,0.0,19.7216,WARNING
Axis #4,2022-10-18 06:02:03.019000+00:00,2022-10-18 06:02:03.019000+00:00,0.0,3.1322,WARNING
Axis #8,2022-10-18 06:02:12.474000+00:00,2022-10-18 06:02:12.474000+00:00,0.0,0.9202,WARNING
Axis #1,2022-10-18 06:02:20.038000+00:00,2022-10-18 06:02:20.038000+00:00,0.0,4.4693,WARNING
Axis #4,2022-10-18 06:02:20.038000+00:00,2022-10-18 06:02:20.038000+00:00,0.0,3.5635,WARNING
Axis #3,2022-10-18 06:02:37.057000+00:00,2022-10-18 06:02:37.057000+00:00,0.0,14.0999,WARNING
Axis #6,2022-10-18 06:02:37.057000+00:00,2022-10-18 06:02:37.057000+00:00,0.0,3.8581,WARNING
Axis #3,2022-10-18 06:02:48.403000+00:00,2022-10-18 06:02:48.403000+00:00,0.0,10.6123,WARNING
Axis #8,2022-10-18 06:02:55.967000+00:00,2022-10-18 06:02:55.967000+00:00,0.0,0.8877,WARNING
Axis #8,2022-10-18 06:02:59.749000+00:00,2022-10-18 06:02:59.749000+00:00,0.0,0.9746,WARNING
Axis #2,2022-10-18 06:03:03.531000+00:00,2022-10-18 06:03:03.531000+00:00,0.0,17.0439,WARNING
Axis #5,2022-10-18 06:03:03.531000+00:00,2022-10-18 06:03:03.531000+00:00,0.0,5.652,WARNING
Axis #3,2022-10-18 06:03:24.332000+00:00,2022-10-18 06:03:24.332000+00:00,0.0,10.4642,WARNING
Axis #6,2022-10-18 06:03:24.332000+00:00,2022-10-18 06:03:24.332000+00:00,0.0,4.2553,WARNING
Axis #6,2022-10-18 06:03:47.024000+00:00,2022-10-18 06:03:47.024000+00:00,0.0,4.9701,WARNING
Axis #5,2022-10-18 06:03:58.370000+00:00,2022-10-18 06:04:00.261000+00:00,1.89,4.7277,WARNING
Axis #7,2022-10-18 06:04:05.934000+00:00,2022-10-18 06:04:05.934000+00:00,0.0,5.8849,WARNING
Axis #1,2022-10-18 06:04:09.716000+00:00,2022-10-18 06:04:09.716000+00:00,0.0,5.5154,WARNING
Axis #1,2022-10-18 06:04:17.280000+00:00,2022-10-18 06:04:17.280000+00:00,0.0,5.1308,WARNING
Axis #8,2022-10-18 06:04:22.953000+00:00,2022-10-18 06:04:22.953000+00:00,0.0,0.8316,WARNING
Axis #7,2022-10-18 06:04:24.844000+00:00,2022-10-18 06:04:24.844000+00:00,0.0,5.7525,WARNING
Axis #4,2022-10-18 06:04:28.626000+00:00,2022-10-18 06:04:28.626000+00:00,0.0,3.4868,WARNING
Axis #4,2022-10-18 06:04:43.754000+00:00,2022-10-18 06:04:43.754000+00:00,0.0,3.2232,WARNING
Axis #3,2022-10-18 06:04:51.318000+00:00,2022-10-18 06:04:51.318000+00:00,0.0,10.5032,WARNING
Axis #2,2022-10-18 06:04:56.991000+00:00,2022-10-18 06:04:56.991000+00:00,0.0,14.0546,WARNING
Axis #4,2022-10-18 06:04:58.882000+00:00,2022-10-18 06:04:58.882000+00:00,0.0,3.688,WARNING
Axis #6,2022-10-18 06:05:10.228000+00:00,2022-10-18 06:05:10.228000+00:00,0.0,4.4516,WARNING
Axis #4,2022-10-18 06:05:48.048000+00:00,2022-10-18 06:05:48.048000+00:00,0.0,3.0155,WARNING
Axis #8,2022-10-18 06:05:55.612000+00:00,2022-10-18 06:05:55.612000+00:00,0.0,0.9968,WARNING
Axis #6,2022-10-18 06:06:01.285000+00:00,2022-10-18 06:06:01.285000+00:00,0.0,4.5497,WARNING
Axis #1,2022-10-18 06:06:10.740000+00:00,2022-10-18 06:06:10.740000+00:00,0.0,6.6261,WARNING
Axis #2,2022-10-18 06:06:14.522000+00:00,2022-10-18 06:06:14.522000+00:00,0.0,15.9107,WARNING
Axis #1,2022-10-18 06:06:20.195000+00:00,2022-10-18 06:06:20.195000+00:00,0.0,6.0328,WARNING
Axis #5,2022-10-18 06:06:20.195000+00:00,2022-10-18 06:06:20.195000+00:00,0.0,4.4126,WARNING
Axis #6,2022-10-18 06:06:20.195000+00:00,2022-10-18 06:06:20.195000+00:00,0.0,3.8476,WARNING
Axis #7,2022-10-18 06:06:22.086000+00:00,2022-10-18 06:06:22.086000+00:00,0.0,5.5171,WARNING
Axis #1,2022-10-18 06:06:40.996000+00:00,2022-10-18 06:06:40.996000+00:00,0.0,4.3148,WARNING
Axis #3,2022-10-18 06:06:42.887000+00:00,2022-10-18 06:06:42.887000+00:00,0.0,10.9018,WARNING
Axis #5,2022-10-18 06:07:01.797000+00:00,2022-10-18 06:07:01.797000+00:00,0.0,4.1214,WARNING
Axis #2,2022-10-18 06:07:09.361000+00:00,2022-10-18 06:07:09.361000+00:00,0.0,15.7086,WARNING
Axis #6,2022-10-18 06:07:11.252000+00:00,2022-10-18 06:07:13.143000+00:00,1.89,3.8876,WARNING
Axis #5,2022-10-18 06:07:16.925000+00:00,2022-10-18 06:07:16.925000+00:00,0.0,4.3259,WARNING
Axis #5,2022-10-18 06:07:33.944000+00:00,2022-10-18 06:07:33.944000+00:00,0.0,5.7252,WARNING
Axis #8,2022-10-18 06:07:45.290000+00:00,2022-10-18 06:07:45.290000+00:00,0.0,1.0697,WARNING
Axis #7,2022-10-18 06:07:47.181000+00:00,2022-10-18 06:07:49.072000+00:00,1.89,5.3404,WARNING
Axis #1,2022-10-18 06:07:56.636000+00:00,2022-10-18 06:07:56.636000+00:00,0.0,4.334,WARNING
Axis #7,2022-10-18 06:07:56.636000+00:00,2022-10-18 06:07:56.636000+00:00,0.0,5.4662,WARNING
Axis #2,2022-10-18 06:08:00.418000+00:00,2022-10-18 06:08:00.418000+00:00,0.0,13.7422,WARNING
Axis #8,2022-10-18 06:08:04.200000+00:00,2022-10-18 06:08:04.200000+00:00,0.0,0.9506,WARNING
Axis #1,2022-10-18 06:08:06.091000+00:00,2022-10-18 06:08:07.982000+00:00,1.89,5.0261,WARNING
Axis #5,2022-10-18 06:08:06.091000+00:00,2022-10-18 06:08:06.091000+00:00,0.0,4.1531,WARNING
Axis #5,2022-10-18 06:08:11.764000+00:00,2022-10-18 06:08:11.764000+00:00,0.0,4.6829,WARNING
Axis #8,2022-10-18 06:08:15.546000+00:00,2022-10-18 06:08:17.437000+00:00,1.89,0.8596,WARNING
Axis #1,2022-10-18 06:08:17.437000+00:00,2022-10-18 06:08:17.437000+00:00,0.0,5.2965,WARNING
Axis #4,2022-10-18 06:08:45.802000+00:00,2022-10-18 06:08:45.802000+00:00,0.0,3.533,WARNING
Axis #3,2022-10-18 06:08:47.693000+00:00,2022-10-18 06:08:47.693000+00:00,0.0,14.0154,WARNING
Axis #7,2022-10-18 06:08:47.693000+00:00,2022-10-18 06:08:47.693000+00:00,0.0,5.7196,WARNING
Axis #1,2022-10-18 06:08:53.366000+00:00,2022-10-18 06:08:53.366000+00:00,0.0,5.0634,WARNING
Axis #1,2022-10-18 06:09:02.821000+00:00,2022-10-18 06:09:02.821000+00:00,0.0,5.0244,WARNING
Axis #1,2022-10-18 06:09:14.167000+00:00,2022-10-18 06:09:14.167000+00:00,0.0,4.4165,WARNING
Axis #5,2022-10-18 06:09:36.859000+00:00,2022-10-18 06:09:36.859000+00:00,0.0,5.9849,WARNING
Axis #8,2022-10-18 06:09:40.641000+00:00,2022-10-18 06:09:40.641000+00:00,0.0,0.8956,WARNING
Axis #5,2022-10-18 06:09:44.423000+00:00,2022-10-18 06:09:44.423000+00:00,0.0,5.4484,WARNING
Axis #2,2022-10-18 06:09:57.660000+00:00,2022-10-18 06:09:57.660000+00:00,0.0,15.6571,WARNING
Axis #3,2022-10-18 06:10:05.224000+00:00,2022-10-18 06:10:05.224000+00:00,0.0,12.9424,WARNING
Axis #2,2022-10-18 06:10:24.134000+00:00,2022-10-18 06:10:24.134000+00:00,0.0,17.0174,WARNING
Axis #6,2022-10-18 06:10:31.698000+00:00,2022-10-18 06:10:31.698000+00:00,0.0,4.2682,WARNING
Axis #1,2022-10-18 06:10:48.717000+00:00,2022-10-18 06:10:48.717000+00:00,0.0,4.9738,WARNING
Axis #5,2022-10-18 06:10:48.717000+00:00,2022-10-18 06:10:48.717000+00:00,0.0,4.2592,WARNING
